,AS_distribution_most_pop_ans,AS_entropy_distance_highest_lowest,AS_has_pop_ans_changed,AS_std_distance_highest_lowest,AS_var_distance_highest_lowest,A_above50%,A_distance1-2,A_distance1-last,A_entropy,A_entropy_eliminate,A_num,A_var,A_wasser_uniform,CS_mean_high_low_diff,CS_var_high_low_diff,CS_var_least_pop,CS_var_most_pop,C_above_90,C_above_95,C_above_98,C_distance_mean,C_highest,C_if_highest_pop,C_least_pop,C_lowest,C_mean,C_most_pop,C_std,C_under_15,C_var,HAC,MR,NONE,P_above_80,P_high_con_low_p,P_higher_then_vote,P_highest_mean,P_highest_std,P_highest_var,P_low_con_high_p,P_lower_then_votes,P_lowest_mean,P_lowest_std,P_lowest_var,P_prediction,SP,WC,ALL,dataset_id
161,0.001618684,0.025195091,0,3,12,1,5.5,5.5,0.68613575,0.68613575,93,30.25,2.75,0.059677419,0.014218939,0.005820571,0.005459166,0.129032258,0.086021505,0.086021505,0.347096774,1,0,0.563414634,0,0.652903226,0.723461538,0.206457997,0.032258065,0.042624905,1,1,0,0.268817204,0,0,0.585376344,0.234647112,0.055059267,3,93,0.414623656,0.234647112,0.055059267,0,0,1,0,1
162,0.001618684,0.202586254,1,3,72,1,36.5,36.5,0.341313242,0,93,1332.25,18.25,0.059354839,0.058304475,0.00050521,0.000892423,0.47311828,0.387096774,0.35483871,0.239892473,1,0,0.735,0,0.760107527,0.76313253,0.302539412,0.107526882,0.091530096,1,1,0,0.634408602,0,0,0.707311828,0.314260148,0.09875944,2,93,0.292688172,0.314260148,0.09875944,0,1,1,1,1
163,0.003006128,0.042236158,0,4,20,1,3.5,3.5,0.690311802,0.690311802,93,12.25,1.75,0.096451613,0.053405203,0.004073119,0.006319621,0.268817204,0.215053763,0.161290323,0.271182796,1,0,0.699302326,0,0.728817204,0.7542,0.228114523,0.032258065,0.052036235,1,1,0,0.35483871,1,0,0.505053763,0.279110044,0.077902416,4,93,0.494946237,0.279110044,0.077902416,0,1,1,1,1
164,0.000693722,0.029692264,1,2,14,1,10.5,10.5,0.667431708,0.667431708,93,110.25,5.25,0.071612903,0.015866181,0.001039818,0.001159539,0.23655914,0.150537634,0.11827957,0.313655914,1,1,0.704444444,0,0.686344086,0.674912281,0.243053094,0.043010753,0.059074806,0,1,0,0.387096774,0,0,0.500215054,0.284529336,0.080956943,5,93,0.499784946,0.284529336,0.080956943,0,1,1,0,1
165,0.000231241,0.012651197,1,1,6,1,9.5,9.5,0.672130058,0.672130058,93,90.25,4.75,0.075806452,0.052025598,0.002501389,0.001989174,0.451612903,0.290322581,0.279569892,0.223333333,1,0,0.744054054,0,0.776666667,0.798214286,0.247218215,0.032258065,0.061116846,1,1,0,0.505376344,0,0,0.55311828,0.3329341,0.110845115,4,93,0.44688172,0.3329341,0.110845115,0,1,1,1,1
166,0.004691358,0.185952959,1,5,75,1,23,23,0.556149027,0.556149027,90,529,11.5,0.084,0.023082667,0.003625154,0.00132127,0.566666667,0.477777778,0.455555556,0.192777778,1,0,0.791363636,0,0.807222222,0.812352941,0.271240065,0.055555556,0.073571173,1,1,0,0.744444444,0,0,0.639,0.370237311,0.137075667,2,90,0.361,0.370237311,0.137075667,0,1,1,1,1
167,0.000693722,0.145325826,1,2,50,1,37.5,37.5,0.31793678,0,93,1406.25,18.75,0.057741935,0.020302185,0.0483875,0.001526123,0.483870968,0.35483871,0.322580645,0.166236559,1,0,0.583333333,0.09,0.833763441,0.860595238,0.186374083,0.010752688,0.034735299,1,1,0,0.580645161,1,0,0.777634409,0.215862351,0.046596555,2,93,0.222365591,0.215862351,0.046596555,0,1,1,1,1
168,0.000693722,0.038632314,1,2,18,1,13.5,13.5,0.650390641,0.650390641,93,182.25,6.75,0.145806452,0.015874298,0.011721335,0.001991942,0.193548387,0.161290323,0.11827957,0.312365591,1,0,0.673939394,0.09,0.687634409,0.695166667,0.203551256,0.021505376,0.041433114,0,0,1,0.290322581,2,0,0.588387097,0.229352948,0.052602775,6,93,0.411612903,0.229352948,0.052602775,0,0,0,0,1
169,0.002081165,0.094640027,1,3,42,1,19.5,19.5,0.602440264,0.602440264,93,380.25,9.75,0.087096774,0.041695734,0.028918218,0.000538276,0.311827957,0.23655914,0.204301075,0.240215054,1,0,0.568518519,0.01,0.759784946,0.838030303,0.233776745,0.032258065,0.054651567,1,1,0,0.397849462,1,0,0.645913978,0.247026343,0.061022014,1,93,0.354086022,0.247026343,0.061022014,0,1,1,1,1
170,0.003006128,0.252110355,1,4,92,1,35.5,35.5,0.363483082,0,93,1260.25,17.75,0.093225806,0.005986472,0.016706463,0.003932455,0.311827957,0.193548387,0.172043011,0.236774194,1,0,0.575454545,0.22,0.763225806,0.788414634,0.201019773,0,0.040408949,1,1,0,0.387096774,0,0,0.716129032,0.202787204,0.04112265,5,93,0.283870968,0.202787204,0.04112265,0,1,1,1,1
171,0.003006128,0.077642641,1,4,36,1,14.5,14.5,0.643708583,0.643708583,93,210.25,7.25,0.090645161,0.018932154,0.003388542,0.001704961,0.215053763,0.139784946,0.107526882,0.299354839,1,0,0.59,0,0.700645161,0.758688525,0.21038524,0.021505376,0.044261949,0,0,1,0.268817204,0,0,0.627634409,0.233189193,0.0543772,2,93,0.372365591,0.233189193,0.0543772,0,0,0,0,1
172,0.001618684,0.038066581,1,3,18,1,9.5,9.5,0.672130058,0.672130058,93,90.25,4.75,0.066129032,0.037739438,0.001879802,0.00190073,0.268817204,0.215053763,0.182795699,0.313225806,1,0,0.680810811,0,0.686774194,0.690714286,0.252927638,0.064516129,0.06397239,1,1,0,0.279569892,0,0,0.518602151,0.254180494,0.064607723,4,93,0.481397849,0.254180494,0.064607723,0,1,1,1,1
173,1.23E-32,0,1,0,0,1,28.5,28.5,0.491327448,0.491327448,93,812.25,14.25,0.056451613,0.035083039,0.003954167,0.000617885,0.301075269,0.225806452,0.139784946,0.236236559,1,0,0.621666667,0.11,0.763763441,0.797866667,0.187478538,0.010752688,0.035148202,1,1,0,0.376344086,0,0,0.689032258,0.218956786,0.047942074,4,93,0.310967742,0.218956786,0.047942074,0,1,1,1,1
174,0.000231241,0.042831918,1,1,18,1,26.5,26.5,0.520576002,0.520576002,93,702.25,13.25,0.166774194,0.057712383,0.00117284,0.006407043,0.505376344,0.462365591,0.451612903,0.218602151,1,0,0.7,0,0.781397849,0.80369863,0.295429672,0.086021505,0.087278691,1,1,0,0.666666667,0,0,0.694408602,0.330009652,0.108906371,4,93,0.305591398,0.330009652,0.108906371,0,1,1,1,1
175,0.002081165,0.025195091,1,3,12,1,4.5,4.5,0.688457222,0.688457222,93,20.25,2.25,0.076129032,0.023250364,6.49E-05,0.002250133,0.301075269,0.215053763,0.204301075,0.289032258,1,0,0.689047619,0,0.710967742,0.729019608,0.227052476,0.010752688,0.051552827,0,0,0,0.376344086,0,0,0.553225806,0.282649375,0.079890669,4,93,0.446774194,0.282649375,0.079890669,0,1,0,0,1
176,0.000231241,0.008374317,0,1,4,1,1.5,1.5,0.692626799,0.692626799,93,2.25,0.75,0.071935484,0.034143809,0.000476277,0.001501873,0.193548387,0.150537634,0.150537634,0.335698925,1,1,0.671333333,0,0.664301075,0.657708333,0.212240469,0.021505376,0.045046017,0,1,0,0.23655914,0,0,0.529892473,0.254729435,0.064887085,4,93,0.470107527,0.254729435,0.064887085,0,1,1,0,1
177,0.000987654,0.092711572,1,2,36,1,28,28,0.484607825,0.484607825,90,784,14,0.073666667,0.028015889,0.050364523,7.93E-05,0.266666667,0.177777778,0.088888889,0.274111111,1,0,0.597058824,0.06,0.725888889,0.755890411,0.208970463,0.022222222,0.043668654,0,0,1,0.388888889,0,0,0.680222222,0.227708282,0.051851062,2,90,0.319777778,0.227708282,0.051851062,0,0,0,0,1
178,0.004393572,0.253085931,1,5,100,1,29.5,29.5,0.475606367,0.475606367,93,870.25,14.75,0.170967742,0.049292196,0.023867347,0.001514417,0.322580645,0.247311828,0.225806452,0.292795699,1,0,0.490588235,0.08,0.707204301,0.755657895,0.249366361,0.010752688,0.062183582,1,1,0,0.365591398,0,0,0.676666667,0.217563899,0.04733405,8,93,0.323333333,0.217563899,0.04733405,0,1,1,1,1
179,0.008555902,0.121604088,1,7,56,1,11.5,11.5,0.66224598,0.66224598,93,132.25,5.75,0.117096774,0.018570031,0.005474605,0.000869297,0.376344086,0.290322581,0.225806452,0.300322581,1,0,0.637428571,0,0.699677419,0.737241379,0.283364774,0.043010753,0.080295595,1,1,0,0.397849462,0,0,0.545698925,0.286530592,0.08209978,9,93,0.454301075,0.286530592,0.08209978,0,1,1,1,1
180,0.000924962,0.068280897,1,2,30,1,21.5,21.5,0.582078853,0.582078853,93,462.25,10.75,0.042903226,0.03551717,0.002568069,6.51E-05,0.505376344,0.462365591,0.397849462,0.209677419,1,0,0.7024,0,0.790322581,0.822647059,0.257804842,0.043010753,0.066463337,1,1,0,0.52688172,0,0,0.602795699,0.317054202,0.100523367,2,93,0.397204301,0.317054202,0.100523367,0,1,1,1,1
181,0.001618684,0.094640027,1,3,42,1,21.5,21.5,0.582078853,0.582078853,93,462.25,10.75,0.136774194,0.023149844,0.005844297,0.003810934,0.311827957,0.23655914,0.204301075,0.271290323,1,0,0.7148,0,0.728709677,0.733823529,0.25244706,0.043010753,0.063729518,1,1,0,0.451612903,0,0,0.571182796,0.294840396,0.086930859,1,93,0.428817204,0.294840396,0.086930859,0,1,1,1,1
182,0.000231241,0.066606139,1,1,24,1,36.5,36.5,0.341313242,0,93,1332.25,18.25,0.101612903,0.022549844,0.010422222,0.001600888,0.430107527,0.311827957,0.290322581,0.212580645,1,0,0.456,0.08,0.787419355,0.827349398,0.223023714,0.010752688,0.049739577,1,1,0,0.387096774,0,0,0.721290323,0.191335014,0.036609088,4,93,0.278709677,0.191335014,0.036609088,0,1,1,1,1
183,0.002081165,0.038066581,0,3,18,1,4.5,4.5,0.688457222,0.688457222,93,20.25,2.25,0.02483871,0.030181478,0.002082912,0.000826128,0.150537634,0.086021505,0.064516129,0.350107527,1,1,0.672142857,0.03,0.649892473,0.631568627,0.205993499,0.021505376,0.042433322,0,1,0,0.23655914,0,0,0.54344086,0.226613662,0.051353752,4,93,0.45655914,0.226613662,0.051353752,0,1,1,0,1
184,0.006243496,0.117434511,1,6,54,1,13.5,13.5,0.650390641,0.650390641,93,182.25,6.75,0.01516129,0.036550676,0.001673903,0.00087522,0.408602151,0.35483871,0.247311828,0.239677419,1,0,0.685151515,0,0.760322581,0.801666667,0.251979055,0.043010753,0.063493444,1,1,0,0.440860215,0,0,0.577956989,0.314760736,0.099074321,4,93,0.422043011,0.314760736,0.099074321,0,1,1,1,1
185,0.000231241,0.078719686,1,1,26,1,38.5,38.5,0.293235094,0,93,1482.25,19.25,0.056451613,0.020713424,0.032958833,0.000492643,0.537634409,0.430107527,0.376344086,0.16827957,1,0,0.52125,0.11,0.83172043,0.860941176,0.211103723,0.010752688,0.044564782,1,1,0,0.720430108,0,0,0.847741935,0.176867176,0.031281998,4,93,0.152258065,0.176867176,0.031281998,0,1,1,1,1
186,0.000693722,0.175430913,1,2,54,1,40.5,40.5,0.239217094,0,93,1640.25,20.25,0.029354839,0.024708637,0.016216667,0.000385282,0.688172043,0.580645161,0.483870968,0.114408602,1,0,0.54,0.08,0.885591398,0.909425287,0.178659659,0.010752688,0.031919274,1,1,0,0.709677419,0,0,0.83172043,0.175202639,0.030695965,3,93,0.16827957,0.175202639,0.030695965,0,1,1,1,1
187,0.000693722,0.029692264,1,2,14,1,10.5,10.5,0.667431708,0.667431708,93,110.25,5.25,0.188064516,0.049045161,0.003804011,0.007618866,0.322580645,0.23655914,0.215053763,0.296021505,1,0,0.669166667,0,0.703978495,0.725964912,0.264437483,0.053763441,0.069927182,1,1,0,0.365591398,0,0,0.514516129,0.272375121,0.074188207,3,93,0.485483871,0.272375121,0.074188207,0,1,1,1,1
188,0.022469136,0.298248842,1,10,120,1,14,14,0.643939531,0.643939531,90,196,7,0.130666667,0.050913778,0.002582609,0.003310744,0.455555556,0.366666667,0.3,0.212222222,1,0,0.761935484,0.02,0.787777778,0.801355932,0.230003757,0.022222222,0.052901728,1,1,0,0.533333333,0,0,0.545555556,0.338234341,0.114402469,1,90,0.454444444,0.338234341,0.114402469,0,1,1,1,1
189,0.001618684,0.242037052,1,3,78,1,39.5,39.5,0.267059294,0,93,1560.25,19.75,0.018387097,0.008848491,0.006241358,0.0001754,0.322580645,0.258064516,0.193548387,0.231935484,1,0,0.528571429,0.15,0.768064516,0.78755814,0.196552316,0.010752688,0.038632813,1,1,0,0.344086022,0,0,0.715591398,0.174161354,0.030332177,4,93,0.284408602,0.174161354,0.030332177,0,1,1,1,1
190,0.002774887,0.077642641,1,4,36,1,13.5,13.5,0.650390641,0.650390641,93,182.25,6.75,0.050322581,0.009108012,0.00031809,0.000711405,0.322580645,0.247311828,0.172043011,0.265913978,1,0,0.730606061,0.11,0.734086022,0.736,0.223559843,0.010752688,0.049979003,0,0,1,0.376344086,0,0,0.614946237,0.259252953,0.067212094,4,93,0.385053763,0.259252953,0.067212094,0,0,0,0,1
191,0.002081165,0.149616447,1,3,60,1,31.5,31.5,0.441803348,0.441803348,93,992.25,15.75,0.026451613,0.042396878,0.009433389,0.000135768,0.52688172,0.397849462,0.365591398,0.18655914,1,0,0.511333333,0,0.81344086,0.871538462,0.244836986,0.053763441,0.05994515,1,1,0,0.612903226,0,0,0.784301075,0.227243405,0.051639565,3,93,0.215698925,0.227243405,0.051639565,0,1,1,1,1
192,0.003006128,0.216222586,1,4,84,1,30.5,30.5,0.459110923,0.459110923,93,930.25,15.25,0.078064516,0.059903018,0.002829406,0.001570124,0.430107527,0.365591398,0.333333333,0.236129032,1,0,0.690625,0,0.763870968,0.779090909,0.268704708,0.053763441,0.07220222,1,1,0,0.591397849,1,0,0.669892473,0.312655964,0.097753752,0,93,0.330107527,0.312655964,0.097753752,0,1,1,1,1
193,0.002081165,0.149616447,1,3,60,1,31.5,31.5,0.441803348,0.441803348,93,992.25,15.75,0.044193548,0.039226223,0.000203728,0.00056483,0.505376344,0.430107527,0.35483871,0.219032258,1,0,0.718666667,0,0.780967742,0.792948718,0.264794765,0.010752688,0.070116268,1,1,0,0.655913978,0,0,0.723548387,0.301475387,0.090887409,5,93,0.276451613,0.301475387,0.090887409,0,1,1,1,1
194,0.000693722,0.012543894,0,2,6,1,0.5,0.5,0.693089369,0.693089369,93,0.25,0.25,0.111612903,0.027636837,0.005495452,0.001953182,0.311827957,0.215053763,0.193548387,0.286344086,1,1,0.737173913,0,0.713655914,0.690638298,0.252781452,0.064516129,0.063898462,0,1,0,0.35483871,0,0,0.534516129,0.277699908,0.077117239,5,93,0.465483871,0.277699908,0.077117239,0,1,0,0,1
195,0.001618684,0.07936793,1,3,36,1,17.5,17.5,0.620555446,0.620555446,93,306.25,8.75,0.057096774,0.061716545,0.001984722,0.001367875,0.537634409,0.47311828,0.430107527,0.206451613,1,0,0.722758621,0,0.793548387,0.825625,0.267684798,0.032258065,0.071655151,1,1,0,0.569892473,0,0,0.596236559,0.338808519,0.114791213,4,93,0.403763441,0.338808519,0.114791213,0,1,1,1,1
196,0.003006128,0.137471946,1,4,60,1,23.5,23.5,0.559362569,0.559362569,93,552.25,11.75,0.1,0.025047242,0.012129389,0.000289013,0.483870968,0.397849462,0.333333333,0.213655914,1,0,0.657391304,0,0.786344086,0.828714286,0.243115022,0.021505376,0.059104914,1,1,0,0.52688172,0,0,0.67344086,0.273996682,0.075074182,2,93,0.32655914,0.273996682,0.075074182,0,1,1,1,1
197,0.004393572,0.253085931,1,5,100,1,30.5,30.5,0.459110923,0.459110923,93,930.25,15.25,0.041935484,0.010510302,0.003267828,0.000391779,0.247311828,0.150537634,0.107526882,0.301935484,1,0,0.50125,0.13,0.698064516,0.738961039,0.210433542,0.010752688,0.044282275,1,1,0,0.301075269,0,0,0.67688172,0.179005487,0.032042965,3,93,0.32311828,0.179005487,0.032042965,0,1,1,1,1
198,0.003006128,0.216222586,1,4,84,1,30.5,30.5,0.459110923,0.459110923,93,930.25,15.25,0.047419355,0.001327784,0.002532918,0.000485047,0.494623656,0.430107527,0.408602151,0.175698925,1,0,0.615,0.09,0.824301075,0.867792208,0.204610292,0.010752688,0.041865372,1,1,0,0.387096774,1,0,0.677419355,0.228627994,0.05227076,3,93,0.322580645,0.228627994,0.05227076,0,1,1,1,1
199,0.000740741,0.079512748,1,2,32,1,24,24,0.543272781,0.543272781,90,576,12,0.073,0.029956444,0.003981931,0.001444545,0.488888889,0.433333333,0.366666667,0.213444444,1,1,0.796666667,0,0.786555556,0.783478261,0.279281463,0.077777778,0.077998136,0,1,0,0.6,1,0,0.592111111,0.342965805,0.117625543,2,90,0.407888889,0.342965805,0.117625543,0,1,1,0,1
200,0.009018384,0.154297855,1,7,70,1,13.5,13.5,0.650390641,0.650390641,93,182.25,6.75,0.059354839,0.016513424,0.000792919,0.000504321,0.129032258,0.075268817,0.064516129,0.36344086,1,0,0.569090909,0,0.63655914,0.673666667,0.20534521,0.032258065,0.042166655,0,0,1,0.182795699,0,0,0.585376344,0.20244505,0.040983998,5,93,0.414623656,0.20244505,0.040983998,0,0,0,0,1
201,0.00369985,0.252110355,1,4,92,1,32.5,32.5,0.423640537,0.423640537,93,1056.25,16.25,0.027096774,0.0215359,0.00167779,9.62E-06,0.311827957,0.258064516,0.182795699,0.239354839,1,0,0.570714286,0.11,0.760645161,0.794303797,0.198677382,0.010752688,0.039472702,1,1,0,0.322580645,0,0,0.688709677,0.189397606,0.035871453,1,93,0.311290323,0.189397606,0.035871453,0,1,1,1,1
202,0.000231241,0.078719686,1,1,26,1,39.5,39.5,0.267059294,0,93,1560.25,19.75,0.036129032,0.040602497,0.014609722,0.00016393,0.64516129,0.559139785,0.483870968,0.144731183,1,0,0.517142857,0.2,0.855268817,0.882790698,0.212570501,0,0.045186218,1,1,0,0.688172043,0,0,0.817956989,0.205513044,0.042235611,2,93,0.182043011,0.205513044,0.042235611,0,1,1,1,1
203,0.003006128,0.216222586,1,4,84,1,32.5,32.5,0.423640537,0.423640537,93,1056.25,16.25,0.05483871,0.008140687,0.019369616,0.000369224,0.612903226,0.559139785,0.505376344,0.204301075,1,0,0.761428571,0,0.795698925,0.801772152,0.309385092,0.086021505,0.095719135,1,1,0,0.655913978,0,0,0.656451613,0.342823962,0.117528269,2,93,0.343548387,0.342823962,0.117528269,0,1,1,1,1
204,0.004393572,0.217897344,1,5,90,1,27.5,27.5,0.506307477,0.506307477,93,756.25,13.75,0.05516129,0.02456795,0.009773728,8.49E-05,0.430107527,0.344086022,0.301075269,0.216774194,1,0,0.539473684,0.1,0.783225806,0.845810811,0.220059431,0.021505376,0.048426153,1,1,0,0.397849462,0,0,0.704086022,0.209080098,0.043714487,4,93,0.295913978,0.209080098,0.043714487,0,1,1,1,1
205,0.003006128,0.059657828,0,4,28,1,4.5,4.5,0.688457222,0.688457222,93,20.25,2.25,0.095483871,0.018812903,0.004747062,0.000865625,0.150537634,0.11827957,0.096774194,0.341505376,1,0,0.649047619,0,0.658494624,0.66627451,0.198678138,0.021505376,0.039473003,0,0,1,0.247311828,0,0,0.546451613,0.228071132,0.052016441,3,93,0.453548387,0.228071132,0.052016441,0,0,0,0,1
206,0.000693722,0.021025514,0,2,10,1,0.5,0.5,0.693089369,0.693089369,93,0.25,0.25,0.042258065,0.020425598,0.001278845,0.002168805,0.408602151,0.333333333,0.322580645,0.194946237,1,0,0.769565217,0.15,0.805053763,0.839787234,0.199254652,0.021505376,0.039702416,1,1,0,0.451612903,0,0,0.520752688,0.305801385,0.093514487,1,93,0.479247312,0.305801385,0.093514487,0,1,1,1,1
207,0.001618684,0.173390668,1,3,66,1,33.5,33.5,0.404572908,0,93,1122.25,16.75,0.118709677,0.009877003,0.001729687,0.002957545,0.591397849,0.548387097,0.494623656,0.207311828,1,1,0.799230769,0,0.792688172,0.791625,0.314735389,0.096774194,0.099058365,0,1,0,0.720430108,0,0,0.691827957,0.330245742,0.10906225,7,93,0.308172043,0.330245742,0.10906225,0,1,1,0,1
208,0.004856053,0.109060194,1,5,50,1,13.5,13.5,0.650390641,0.650390641,93,182.25,6.75,0.069032258,0.033234547,0.001830234,0.002272576,0.258064516,0.225806452,0.182795699,0.314731183,1,1,0.714545455,0.08,0.685268817,0.669166667,0.242423212,0.032258065,0.058769014,0,1,0,0.290322581,0,0,0.519784946,0.255149033,0.065101029,5,93,0.480215054,0.255149033,0.065101029,0,1,1,0,1
209,0.001618684,0.149616447,1,3,60,1,30.5,30.5,0.459110923,0.459110923,93,930.25,15.25,0.028064516,0.011864308,0.015430222,8.04E-05,0.23655914,0.215053763,0.172043011,0.243978495,1,0,0.691875,0.29,0.756021505,0.769350649,0.177577121,0,0.031533634,1,1,0,0.35483871,0,0,0.688064516,0.208843503,0.043615609,2,93,0.311935484,0.208843503,0.043615609,0,1,1,1,1
210,0.000246914,0.098785281,1,1,27,1,40,40,0.214559155,0,90,1600,20,0.071333333,0.033111,0.063266667,6.42E-05,0.6,0.466666667,0.4,0.124333333,1,0,0.538,0.11,0.875666667,0.895529412,0.167498259,0.011111111,0.028055667,1,1,0,0.633333333,0,0,0.814888889,0.180722282,0.032660543,4,90,0.185111111,0.180722282,0.032660543,0,1,1,1,1
211,0.004856053,0.086016958,1,5,40,1,13.5,13.5,0.650390641,0.650390641,93,182.25,6.75,0.059032258,0.006595005,0.003031779,0.0001369,0.139784946,0.129032258,0.129032258,0.323010753,1,0,0.596363636,0.22,0.676989247,0.721333333,0.200439222,0,0.040175882,1,1,0,0.225806452,0,0,0.598817204,0.220053021,0.048423332,4,93,0.401182796,0.220053021,0.048423332,0,1,1,1,1
212,0.000924962,0.123866568,1,2,46,1,35.5,35.5,0.363483082,0,93,1260.25,17.75,0.063548387,0.010818106,0.010778395,7.95E-05,0.322580645,0.247311828,0.182795699,0.223548387,1,0,0.587272727,0.07,0.776451613,0.801829268,0.190390912,0.010752688,0.036248699,1,1,0,0.408602151,0,0,0.736989247,0.181705096,0.033016742,2,93,0.263010753,0.181705096,0.033016742,0,1,1,1,1
213,0.001618684,0.051283511,1,3,24,1,11.5,11.5,0.66224598,0.66224598,93,132.25,5.75,0.024516129,0.034989386,0.000473611,0.000158179,0.204301075,0.161290323,0.150537634,0.291827957,1,0,0.685714286,0.01,0.708172043,0.721724138,0.214500902,0.032258065,0.046010637,0,0,1,0.258064516,0,0,0.585698925,0.233672861,0.054603006,4,93,0.414301075,0.233672861,0.054603006,0,0,0,0,1
214,0.007168459,0.145923538,1,6,66,1,18.5,18.5,0.611772624,0.611772624,93,342.25,9.25,0.096451613,0.031875754,0.008309722,0.003034363,0.333333333,0.268817204,0.247311828,0.257849462,1,0,0.713928571,0,0.742150538,0.754307692,0.252862534,0.043010753,0.063939461,1,1,0,0.430107527,0,0,0.589677419,0.280726598,0.078807423,5,93,0.410322581,0.280726598,0.078807423,0,1,1,1,1
215,0.000693722,0.079695262,1,2,34,1,25.5,25.5,0.534159367,0.534159367,93,650.25,12.75,0.058064516,0.021550052,0.010027951,0.000936417,0.279569892,0.150537634,0.139784946,0.26172043,1,0,0.62047619,0.15,0.73827957,0.772638889,0.194409078,0.010752688,0.03779489,1,1,0,0.333333333,0,0,0.680430108,0.198244521,0.03930089,3,93,0.319569892,0.198244521,0.03930089,0,1,1,1,1
216,0.00369985,0.116231274,1,4,52,1,17.5,17.5,0.620555446,0.620555446,93,306.25,8.75,0.033225806,0.026276171,0.007244716,0.00145616,0.408602151,0.35483871,0.290322581,0.220430108,1,0,0.729310345,0.06,0.779569892,0.80234375,0.224599591,0.010752688,0.050444976,1,1,0,0.397849462,0,0,0.576236559,0.286903805,0.082313794,2,93,0.423763441,0.286903805,0.082313794,0,1,1,1,1
217,0.003006128,0.077642641,1,4,36,1,14.5,14.5,0.643708583,0.643708583,93,210.25,7.25,0.105806452,0.016439542,0.002604043,0.001415245,0.096774194,0.075268817,0.064516129,0.422150538,1,1,0.61,0.02,0.577849462,0.560983607,0.202600563,0.043010753,0.041046988,0,1,0,0.193548387,0,0,0.510645161,0.216337085,0.046801734,7,93,0.489354839,0.216337085,0.046801734,0,1,1,0,1
218,0.000231241,0.004169577,1,1,2,1,2.5,2.5,0.69170123,0.69170123,93,6.25,1.25,0.013870968,0.00921103,0.000662142,0.000177563,0.344086022,0.268817204,0.23655914,0.239569892,1,1,0.776136364,0.15,0.760430108,0.746326531,0.208352028,0.010752688,0.043410568,1,0,0,0.344086022,0,0,0.584086022,0.277319103,0.076905885,4,93,0.415913978,0.277319103,0.076905885,0,1,0,0,1
219,0.000693722,0.145325826,1,2,50,1,37.5,37.5,0.31793678,0,93,1406.25,18.75,0.101290323,0.013261811,0.017952691,0.00134269,0.462365591,0.333333333,0.290322581,0.183333333,1,0,0.555555556,0.12,0.816666667,0.844642857,0.194910144,0.010752688,0.037989964,1,1,0,0.559139785,0,0,0.766666667,0.192411596,0.037022222,2,93,0.233333333,0.192411596,0.037022222,0,1,1,1,1
220,0,0,1,0,0,1,37.5,37.5,0.31793678,0,93,1406.25,18.75,0.102258065,0.019041415,0.018269136,0.003699008,0.537634409,0.419354839,0.35483871,0.168387097,1,0,0.614444444,0.1,0.831612903,0.854880952,0.202836288,0.010752688,0.04114256,1,1,0,0.741935484,0,0,0.824623656,0.203562672,0.041437762,4,93,0.175376344,0.203562672,0.041437762,0,1,1,1,1
221,0.009135802,0.147650528,1,7,63,1,13,13,0.650818076,0.650818076,90,169,6.5,0.081,0.019388111,0.000706382,0.000981322,0.188888889,0.1,0.044444444,0.342555556,1,0,0.52625,0.01,0.657444444,0.729827586,0.234390752,0.044444444,0.054939025,1,1,0,0.322222222,0,0,0.649111111,0.214520884,0.04601921,5,90,0.350888889,0.214520884,0.04601921,0,0,1,0,1
222,0.003006128,0.077642641,1,4,36,1,14.5,14.5,0.643708583,0.643708583,93,210.25,7.25,0.108387097,0.002346514,0.002092903,0.003071845,0.408602151,0.365591398,0.333333333,0.260215054,1,0,0.7378125,0,0.739784946,0.740819672,0.282519306,0.075268817,0.079817158,1,1,0,0.408602151,0,0,0.519784946,0.303683404,0.09222361,3,93,0.480215054,0.303683404,0.09222361,0,1,1,1,1
223,0.003006128,0.160636916,1,4,68,1,24.5,24.5,0.547081157,0.547081157,93,600.25,12.25,0.101290323,0.004017066,0.001278055,0.002209962,0.419354839,0.279569892,0.204301075,0.197204301,1,0,0.706818182,0.3,0.802795699,0.832535211,0.178339808,0,0.031805087,1,1,0,0.440860215,0,0,0.697526882,0.230719566,0.053231518,2,93,0.302473118,0.230719566,0.053231518,0,1,1,1,1
224,0.008555902,0.36322317,1,7,140,1,30.5,30.5,0.459110923,0.459110923,93,930.25,15.25,0.105483871,0.043144017,0.012965654,0.00090976,0.376344086,0.333333333,0.311827957,0.230322581,1,0,0.654375,0.13,0.769677419,0.793636364,0.221449048,0.021505376,0.049039681,1,1,0,0.408602151,0,0,0.684086022,0.241417127,0.058282229,4,93,0.315913978,0.241417127,0.058282229,0,1,1,1,1
225,0.002081165,0.025195091,0,3,12,1,3.5,3.5,0.690311802,0.690311802,93,12.25,1.75,0.049354839,0.028410198,0.00486946,0.000558056,0.47311828,0.430107527,0.365591398,0.202795699,1,0,0.775581395,0,0.797204301,0.8158,0.244278026,0.021505376,0.059671754,0,0,0,0.462365591,0,0,0.570430108,0.308394783,0.095107342,3,93,0.429569892,0.308394783,0.095107342,0,1,0,0,1
