,AS_distribution_most_pop_ans,AS_entropy_distance_highest_lowest,AS_has_pop_ans_changed,AS_std_distance_highest_lowest,AS_var_distance_highest_lowest,A_above50%,A_distance1-2,A_distance1-last,A_entropy,A_entropy_eliminate,A_num,A_var,A_wasser_uniform,CS_mean_high_low_diff,CS_var_high_low_diff,CS_var_least_pop,CS_var_most_pop,C_above_90,C_above_95,C_above_98,C_distance_mean,C_highest,C_if_highest_pop,C_least_pop,C_lowest,C_mean,C_most_pop,C_std,C_under_15,C_var,P_above_80,P_high_con_low_p,P_higher_then_vote,P_highest_mean,P_highest_std,P_highest_var,P_low_con_high_p,P_lower_then_votes,P_lowest_mean,P_lowest_std,P_lowest_var,P_prediction,HAC,MR,NA,NONE,SP,WC,dataset_id
349,0.005185185,0.218189835,1,5,85,1,28,28,0.494315658,0.494315658,92,784,14,0.110333333,0.060683,0.000605418,0.003530783,0.391304348,0.326086957,0.293478261,0.258804348,1,1,0.751111111,0,0.741195652,0.738783784,0.283506163,0.076086957,0.080375744,0.47826087,0.010869565,0,0.595,0.301750329,0.091053261,0.043478261,1,0.405,0.301750329,0.091053261,0,0,1,0,0,1,1,1
350,0.00962963,0.113232009,1,5,45,1,9,9,0.673883273,0.673883273,92,81,4.5,0.059,0.033377,0.000947776,0.000199391,0.380434783,0.304347826,0.282608696,0.204782609,1,0,0.782972973,0,0.795217391,0.803454545,0.202803601,0.02173913,0.041129301,0.467391304,0.010869565,0,0.640217391,0.291718962,0.085099953,0.010869565,1,0.359782609,0.291718962,0.085099953,0,0,0,1,0,1,0,1
351,0.000987654,0.017911642,1,2,8,1,6,6,0.684616278,0.684616278,92,36,3,0.068,0.004404,0.000830769,0.004185266,0.195652174,0.152173913,0.119565217,0.318478261,1,1,0.698,0.05,0.681521739,0.668846154,0.214688525,0.02173913,0.046091163,0.260869565,0,0,0.531847826,0.24172806,0.058432455,0.043478261,1,0.468152174,0.24172806,0.058432455,0,0,1,0,0,1,1,1
352,0.002222222,0.033765548,1,3,15,1,6,6,0.684616278,0.684616278,92,36,3,0.04,0.01652,0.000392348,0.000965899,0.304347826,0.217391304,0.184782609,0.26923913,1,1,0.7465,0.15,0.73076087,0.718653846,0.221689333,0.010869565,0.04914616,0.293478261,0.010869565,0,0.532717391,0.251491651,0.063248051,0.032608696,1,0.467282609,0.251491651,0.063248051,0,0,1,0,0,1,1,1
353,0.002962963,0.073367463,1,4,32,1,12,12,0.658723877,0.658723877,92,144,6,0.083,0.007821,0.000225312,0.004361864,0.27173913,0.206521739,0.163043478,0.268478261,1,1,0.761470588,0.03,0.731521739,0.713965517,0.225301415,0.032608696,0.050760728,0.260869565,0.010869565,0,0.510869565,0.246200043,0.060614461,0.010869565,1,0.489130435,0.246200043,0.060614461,0,0,1,0,0,1,1,1
354,0.001728395,0.047717597,1,3,21,1,10,10,0.669327963,0.669327963,92,100,5,0.021,0.006623,0.000594976,0.000245238,0.173913043,0.130434783,0.086956522,0.277065217,1,0,0.713333333,0.28,0.722934783,0.729107143,0.169105949,0,0.028596822,0.27173913,0,0,0.557717391,0.231864387,0.053761094,0.032608696,1,0.442282609,0.231864387,0.053761094,0,0,0,1,1,0,0,1
355,0.002962963,0.255472397,1,4,88,1,34,34,0.387212375,0,92,1156,17,0.043666667,0.017184111,0.00664334,0.0002457,0.434782609,0.391304348,0.369565217,0.235543478,1,1,0.826666667,0,0.764456522,0.755125,0.283136026,0.086956522,0.080166009,0.510869565,0,0,0.643586957,0.303929274,0.092373003,0.032608696,1,0.356413043,0.303929274,0.092373003,0,0,1,0,0,1,1,1
356,0.000246914,0.006691544,0,1,3,1,2,2,0.692159201,0.692159201,90,4,1,0.098333333,0.036261667,0.006440056,0.008049445,0.511111111,0.444444444,0.4,0.176333333,1,0,0.764418605,0.05,0.823666667,0.87787234,0.226791387,0.033333333,0.051434333,0.555555556,0.022222222,0,0.701333333,0.277653661,0.077091556,0.011111111,1,0.298666667,0.277653661,0.077091556,0,0,0,1,0,1,0,1
357,0.003209877,0.035989419,0,1,7,1,0,0,0.693147181,0.693147181,92,0,0,0.078666667,0.023273333,0.006901762,6.83E-05,0.184782609,0.152173913,0.130434783,0.308913043,1,0,0.732608696,0.11,0.691086957,0.732608696,0.201669427,0.010869565,0.040670558,0.260869565,0.010869565,0,0.555869565,0.22876869,0.052335113,0.032608696,1,0.444130435,0.22876869,0.052335113,0,1,0,1,0,0,1,1
358,0.012098765,0.233670556,1,8,96,1,18,18,0.61450332,0.61450332,92,324,9,0.043666667,0.010358333,0.001616433,0.000919903,0.195652174,0.141304348,0.119565217,0.297934783,1,1,0.733928571,0.23,0.702065217,0.688125,0.185932071,0,0.034570735,0.27173913,0,0,0.5925,0.22284536,0.049660054,0.032608696,1,0.4075,0.22284536,0.049660054,0,1,0,1,0,0,0,1
359,0.000740741,0.067591521,1,2,28,1,22,22,0.573964491,0.573964491,92,484,11,0.021333333,0.006030222,0.007021725,0.00097311,0.173913043,0.097826087,0.086956522,0.295978261,1,0,0.699166667,0.42,0.704021739,0.705735294,0.172960537,0,0.029915347,0.25,0,0,0.57326087,0.215578638,0.046474149,0.032608696,1,0.42673913,0.215578638,0.046474149,0,0,0,1,1,0,0,1
360,0.000246914,0.006691544,1,1,3,1,5,5,0.68722812,0.68722812,92,25,2.5,0.074666667,0.026470111,0.009377153,0.000998364,0.108695652,0.076086957,0.065217391,0.355978261,1,0,0.615853659,0,0.644021739,0.666666667,0.187240021,0.02173913,0.035058826,0.173913043,0,0,0.546195652,0.213912022,0.045758353,0.02173913,1,0.453804348,0.213912022,0.045758353,0,0,0,1,1,0,0,1
361,0,0,0,0,0,1,3,3,0.691019016,0.691019016,92,9,1.5,0.078666667,0.019412444,0.00068261,0.001977015,0.380434783,0.27173913,0.206521739,0.209565217,1,0,0.782325581,0.09,0.790434783,0.79755102,0.186634455,0.010869565,0.03483242,0.336956522,0.02173913,0,0.543804348,0.264525179,0.06997357,0.02173913,1,0.456195652,0.264525179,0.06997357,0,0,0,1,0,1,0,1
362,0.00962963,0.264483294,1,7,105,1,22,22,0.573964491,0.573964491,92,484,11,0.027666667,0.011301667,0.003557506,9.28E-05,0.163043478,0.086956522,0.054347826,0.312173913,1,0,0.670416667,0.14,0.687826087,0.693970588,0.17809271,0.010869565,0.031717013,0.27173913,0,0,0.624782609,0.208047226,0.043283648,0.02173913,1,0.375217391,0.208047226,0.043283648,0,0,0,1,1,0,0,1
363,0.001728395,0.020135514,0,2,8,1,2,2,0.692201703,0.692201703,92,4,1,0.058666667,0.017844444,0.000851662,0.001911468,0.184782609,0.152173913,0.130434783,0.273586957,1,1,0.771136364,0.26,0.726413043,0.685416667,0.179016525,0,0.032046916,0.217391304,0,0,0.539456522,0.227071929,0.051561661,0.02173913,1,0.460543478,0.227071929,0.051561661,0,1,0,0,0,1,1,1
364,0.004691358,0.056633012,0,3,21,1,8,8,0.677947136,0.677947136,92,64,4,0.094333333,0.011667556,0.005834015,0.000577376,0.184782609,0.119565217,0.097826087,0.303804348,1,0,0.651578947,0.11,0.696195652,0.727592593,0.188868728,0.010869565,0.035671397,0.315217391,0.010869565,0,0.59326087,0.231723733,0.053695888,0.054347826,1,0.40673913,0.231723733,0.053695888,0,0,0,1,0,1,0,1
365,0.000987654,0.017911642,0,2,8,1,4,4,0.689361683,0.689361683,92,16,2,0.051666667,0.00424,0.003229192,0.00128535,0.173913043,0.119565217,0.086956522,0.298043478,1,1,0.732619048,0.18,0.701956522,0.6762,0.184498375,0,0.03403965,0.282608696,0,0,0.534021739,0.25227254,0.063641434,0.02173913,1,0.465978261,0.25227254,0.063641434,0,0,1,0,0,1,1,1
366,0.001728395,0.150598314,1,3,57,1,27,27,0.509311623,0.509311623,92,729,13.5,0.058666667,0.008175556,0.000310168,0.000688967,0.173913043,0.119565217,0.097826087,0.248586957,1,1,0.758947368,0.31,0.751413043,0.749452055,0.154255445,0,0.023794742,0.27173913,0,0,0.622934783,0.217842873,0.047455517,0.010869565,1,0.377065217,0.217842873,0.047455517,0,0,1,0,0,1,1,1
367,0,0,1,0,0,1,3,3,0.690923309,0.690923309,90,9,1.5,0.062,0.032794333,0.005937015,0.003477124,0.155555556,0.077777778,0.066666667,0.325333333,1,1,0.754047619,0.04,0.674666667,0.605208333,0.222656686,0.044444444,0.049576,0.322222222,0,0,0.572111111,0.249093889,0.062047765,0.077777778,1,0.427888889,0.249093889,0.062047765,0,1,0,1,0,0,1,1
368,0,0,1,0,0,1,43,43,0.143696471,0,92,1849,21.5,0.029333333,0.007305333,0.002010889,0.00020574,0.597826087,0.489130435,0.380434783,0.102065217,1,1,0.95,0.51,0.897934783,0.896179775,0.120013931,0,0.014403344,0.586956522,0,0,0.799021739,0.182125493,0.033169695,0,1,0.200978261,0.182125493,0.033169695,0,0,1,0,0,1,1,1
369,0.004691358,0.185952959,1,5,75,1,22,22,0.573964491,0.573964491,92,484,11,0.1,0.02872,0.000914913,0.00263842,0.369565217,0.315217391,0.260869565,0.234673913,1,1,0.772083333,0,0.765326087,0.762941176,0.228675064,0.02173913,0.052292285,0.391304348,0,0,0.575,0.273692544,0.074907609,0.032608696,1,0.425,0.273692544,0.074907609,0,0,1,0,0,1,1,1
370,0.007654321,0.082282879,0,5,35,1,6,6,0.684616278,0.684616278,92,36,3,0.062,0.001013333,0.000687528,0.000852931,0.27173913,0.152173913,0.108695652,0.253695652,1,0,0.7175,0.34,0.746304348,0.768461538,0.174684295,0,0.030514603,0.293478261,0,0,0.573695652,0.229511378,0.052675473,0,1,0.426304348,0.229511378,0.052675473,0,0,0,1,0,1,0,1
371,0.000246914,0.020643593,1,1,9,1,14,14,0.646090505,0.646090505,92,196,7,0.122666667,0.019421778,0.003778739,0.002125976,0.27173913,0.184782609,0.119565217,0.257391304,1,1,0.7734375,0,0.742608696,0.726166667,0.191974124,0.010869565,0.036854064,0.326086957,0.010869565,0,0.522934783,0.256067833,0.065570735,0.02173913,1,0.477065217,0.256067833,0.065570735,0,0,1,0,0,1,1,1
372,0.000987654,0.027074004,0,2,12,1,1,1,0.692910867,0.692910867,92,1,0.5,0.038,0.014011,0.002175327,0.000978935,0.184782609,0.097826087,0.076086957,0.301086957,1,1,0.741555556,0.38,0.698913043,0.658085106,0.17103557,0,0.029253166,0.25,0,0,0.558478261,0.224518493,0.050408554,0.043478261,1,0.441521739,0.224518493,0.050408554,0,1,0,1,0,0,1,1
373,0.018024691,0.2403621,0,9,99,1,8,8,0.677947136,0.677947136,92,64,4,0.041333333,0.029162778,0.000562704,0.001435862,0.369565217,0.206521739,0.163043478,0.198478261,1,1,0.824473684,0.1,0.801521739,0.78537037,0.183805987,0.010869565,0.033784641,0.576086957,0.010869565,0,0.539456522,0.329905665,0.108837748,0.02173913,1,0.460543478,0.329905665,0.108837748,0,1,0,1,0,0,0,1
374,0.000740741,0.079512748,1,2,32,1,24,24,0.550075524,0.550075524,92,576,12,0.048666667,0.010153333,0.001668394,0.000431556,0.173913043,0.108695652,0.076086957,0.316304348,1,0,0.608181818,0.11,0.683695652,0.707428571,0.187985415,0.010869565,0.035338516,0.27173913,0,0,0.625869565,0.197567557,0.03903294,0.054347826,1,0.374130435,0.197567557,0.03903294,0,0,0,1,1,0,0,1
375,0.000987654,0.036497499,1,2,16,1,14,14,0.646090505,0.646090505,92,196,7,0.125,0.024627889,0.004679167,0.001232917,0.195652174,0.141304348,0.108695652,0.314891304,1,0,0.5840625,0,0.685108696,0.739,0.206189521,0.032608696,0.042514119,0.293478261,0,0,0.651956522,0.205358854,0.042172259,0.010869565,1,0.348043478,0.205358854,0.042172259,0,0,0,1,1,0,0,1
376,0.018518519,0.359148792,1,10,140,1,22,22,0.573964491,0.573964491,92,484,11,0.037,0.024768889,0.002686511,0.000445419,0.315217391,0.239130435,0.163043478,0.234891304,1,0,0.709583333,0.05,0.765108696,0.784705882,0.191285665,0.010869565,0.036590206,0.347826087,0,0,0.675326087,0.22021951,0.048496633,0,1,0.324673913,0.22021951,0.048496633,0,0,0,1,1,0,0,1
377,0.001728395,0.020135514,0,2,8,1,3,3,0.691019016,0.691019016,92,9,1.5,0.046333333,0.002638667,0.00012381,0.001921962,0.119565217,0.076086957,0.054347826,0.348369565,1,1,0.698139535,0.29,0.651630435,0.610816327,0.182264006,0,0.033220168,0.22826087,0,0,0.547717391,0.223714216,0.050048051,0.108695652,1,0.452282609,0.223714216,0.050048051,0,0,1,0,0,1,0,1
378,0.000246914,0.03664239,1,1,15,1,22,22,0.573964491,0.573964491,92,484,11,0.085666667,0.034031,0.009773728,0.000579816,0.217391304,0.152173913,0.076086957,0.265434783,1,0,0.668333333,0,0.734565217,0.757941176,0.180231814,0.010869565,0.032483507,0.27173913,0,0,0.607826087,0.229108983,0.052490926,0.010869565,1,0.392173913,0.229108983,0.052490926,0,0,0,1,1,0,0,1
379,0.001728395,0.129353963,1,3,51,1,25,25,0.529706199,0.529706199,90,625,12.5,0.153333333,0.089828889,0.000250395,0.006163952,0.477777778,0.377777778,0.322222222,0.202444444,1,1,0.833,0,0.797555556,0.787428571,0.26574972,0.077777778,0.070622914,0.577777778,0,0,0.585111111,0.32878985,0.108102765,0,1,0.414888889,0.32878985,0.108102765,0,0,1,0,0,1,1,1
380,0.000740741,0.017911642,0,2,8,1,0,0,0.693147181,0.693147181,90,0,0,0.109,0.015039667,0.011321609,0.004168308,0.3,0.166666667,0.111111111,0.281333333,1,0,0.774444444,0.1,0.718666667,0.774444444,0.225394469,0.022222222,0.050802667,0.366666667,0,0,0.593,0.259771053,0.067481,0.066666667,1,0.407,0.259771053,0.067481,0,0,0,0,0,1,0,1
381,0.003209877,0.035989419,0,1,7,1,1,1,0.692900247,0.692900247,90,1,0.5,0.065666667,0.014734778,0.001286639,0.005563503,0.166666667,0.1,0.077777778,0.337888889,1,1,0.714772727,0.07,0.662111111,0.61173913,0.228606865,0.044444444,0.052261099,0.344444444,0,0,0.561555556,0.24747126,0.061242025,0.055555556,1,0.438444444,0.24747126,0.061242025,0,0,1,0,0,1,0,1
382,0.008888889,0.082282879,1,0,0,1,12,12,0.657157761,0.657157761,90,144,6,0.082,0.013672,0.002159153,0.000769917,0.255555556,0.144444444,0.088888889,0.347666667,1,1,0.693030303,0.03,0.652333333,0.62877193,0.269954935,0.077777778,0.072875667,0.344444444,0,0,0.524333333,0.274938579,0.075591222,0.088888889,1,0.475666667,0.274938579,0.075591222,0,1,0,1,0,0,0,1
383,0.005185185,0.080059007,0,5,35,1,0,0,0.693147181,0.693147181,90,0,0,0.051666667,0.010706111,0.001106902,0.000360657,0.311111111,0.166666667,0.133333333,0.248,1,1,0.747333333,0.15,0.752,0.747333333,0.204603682,0.011111111,0.041862667,0.422222222,0.011111111,0,0.589666667,0.275210828,0.075741,0.055555556,1,0.410333333,0.275210828,0.075741,0,1,0,0,0,1,1,1
384,0.003209877,0.054409141,0,4,24,1,8,8,0.677260402,0.677260402,90,64,4,0.057,0.011401667,0.000262333,0.001787446,0.355555556,0.266666667,0.244444444,0.275333333,1,1,0.771351351,0,0.724666667,0.692075472,0.2733626,0.044444444,0.074727111,0.455555556,0.022222222,0,0.604222222,0.284159493,0.080746617,0.055555556,1,0.395777778,0.284159493,0.080746617,0,0,1,0,0,1,1,1
385,0.004691358,0.185952959,1,5,75,1,23,23,0.556149027,0.556149027,90,529,11.5,0.011666667,0.016046667,0.001639636,0.000204133,0.4,0.288888889,0.233333333,0.258444444,1,1,0.824090909,0,0.741555556,0.714852941,0.275906228,0.088888889,0.076124247,0.522222222,0,0,0.520222222,0.313092027,0.098026617,0.011111111,1,0.479777778,0.313092027,0.098026617,0,0,1,0,0,1,1,1
386,0.010617284,0.113232009,1,1,13,1,13,13,0.650818076,0.650818076,90,169,6.5,0.115333333,0.012941222,0.006978399,0.017366385,0.233333333,0.177777778,0.111111111,0.325,1,1,0.810625,0.05,0.675,0.600172414,0.227045027,0.011111111,0.051549444,0.344444444,0,0,0.565111111,0.264466946,0.069942765,0.066666667,1,0.434888889,0.264466946,0.069942765,0,0,1,0,0,1,1,1
387,0.003950617,0.035989419,1,0,0,1,8,8,0.677260402,0.677260402,90,64,4,0.032333333,0.017851444,0.002029868,0.002933455,0.388888889,0.255555556,0.2,0.215777778,1,1,0.8,0.09,0.784222222,0.773207547,0.205610083,0.011111111,0.042275506,0.433333333,0.011111111,0,0.543888889,0.298096533,0.088861543,0.022222222,1,0.456111111,0.298096533,0.088861543,0,0,1,0,0,1,1,1
388,0.006666667,0.243839701,1,6,96,1,24,24,0.543272781,0.543272781,90,576,12,0.062333333,0.042175,0.0064505,0.000486415,0.411111111,0.3,0.222222222,0.216,1,0,0.717142857,0.07,0.784,0.804347826,0.211753525,0.011111111,0.044839556,0.577777778,0.033333333,0,0.735555556,0.232971677,0.054275802,0.055555556,1,0.264444444,0.232971677,0.054275802,0,0,0,1,1,0,0,1
389,0.001728395,0.110461879,1,3,45,1,23,23,0.556149027,0.556149027,90,529,11.5,0.108,0.083192,0.012698451,7.02E-05,0.522222222,0.488888889,0.411111111,0.205333333,1,0,0.463181818,0.01,0.794666667,0.901911765,0.280246717,0.055555556,0.078538222,0.755555556,0.011111111,0,0.806,0.243451113,0.059268444,0.022222222,1,0.194,0.243451113,0.059268444,0,1,1,0,0,0,1,1
390,0.002222222,0.047717597,1,3,21,1,9,9,0.673011667,0.673011667,90,81,4.5,0.064333333,0.033475556,0.003107722,0.000144419,0.333333333,0.233333333,0.155555556,0.267444444,1,1,0.758333333,0.03,0.732555556,0.71537037,0.245852535,0.033333333,0.060443469,0.4,0.011111111,0,0.549,0.289712693,0.083933444,0.011111111,1,0.451,0.289712693,0.083933444,0,0,1,0,0,1,1,1
391,0,0,1,0,0,1,9,9,0.673011667,0.673011667,90,81,4.5,0.016,0.020545444,0.005261116,0.001056667,0.333333333,0.255555556,0.233333333,0.242111111,1,1,0.771111111,0.02,0.757888889,0.749074074,0.235327169,0.022222222,0.055378877,0.488888889,0,0,0.504555556,0.314070626,0.098640358,0.055555556,1,0.495444444,0.314070626,0.098640358,0,0,1,0,0,1,1,1
392,0.000987654,0.079512748,1,2,32,1,23,23,0.556149027,0.556149027,90,529,11.5,0.056333333,0.027799667,0.003917878,0.001888651,0.5,0.444444444,0.377777778,0.245444444,1,1,0.779545455,0.01,0.754555556,0.746470588,0.31380164,0.1,0.098471469,0.711111111,0,0,0.583555556,0.373706097,0.139656247,0.022222222,1,0.416444444,0.373706097,0.139656247,0,0,1,0,0,1,1,1
393,0.002962963,0.073367463,1,4,32,1,12,12,0.657157761,0.657157761,90,144,6,0.060666667,0.01188,0.000900129,0.000796519,0.444444444,0.322222222,0.255555556,0.203222222,1,0,0.721212121,0,0.796777778,0.840526316,0.21109149,0.022222222,0.044559617,0.588888889,0,0,0.653555556,0.301095449,0.090658469,0.033333333,1,0.346444444,0.301095449,0.090658469,0,1,1,0,0,0,1,1
394,0.000987654,0.017911642,0,2,8,1,3,3,0.690923309,0.690923309,90,9,1.5,0.146333333,0.035082111,0.001143384,0.007728583,0.266666667,0.233333333,0.166666667,0.306,1,1,0.705,0.04,0.694,0.684375,0.234567214,0.022222222,0.055021778,0.333333333,0,0,0.560888889,0.252589454,0.063801432,0.044444444,1,0.439111111,0.252589454,0.063801432,0,0,1,0,0,1,1,1
395,0.002222222,0.129353963,1,3,51,1,27,27,0.500402424,0.500402424,90,729,13.5,0.058666667,0.019377778,0.003503802,0.002012503,0.355555556,0.255555556,0.211111111,0.259555556,1,1,0.798888889,0,0.740444444,0.725833333,0.254649699,0.033333333,0.064846469,0.533333333,0.011111111,0,0.592555556,0.30481893,0.09291458,0.011111111,1,0.407444444,0.30481893,0.09291458,0,0,1,0,0,1,1,1
396,0.000740741,0.008915415,0,1,3,1,3,3,0.690923309,0.690923309,90,9,1.5,0.102666667,0.022966667,0.000110564,0.005395,0.322222222,0.255555556,0.188888889,0.256555556,1,1,0.776190476,0,0.743444444,0.714791667,0.234407817,0.022222222,0.054947025,0.377777778,0,0,0.572333333,0.279288978,0.078002333,0.033333333,1,0.427666667,0.279288978,0.078002333,0,0,1,0,0,1,1,1
397,0.00691358,0.082282879,1,4,32,1,8,8,0.677260402,0.677260402,90,64,4,0.127666667,0.028697889,0.006800754,0.001610064,0.266666667,0.155555556,0.133333333,0.261777778,1,0,0.659459459,0.16,0.738222222,0.793207547,0.217125554,0,0.047143506,0.477777778,0,0,0.647666667,0.258839504,0.066997889,0.033333333,1,0.352333333,0.258839504,0.066997889,0,0,0,1,0,1,0,1
398,0.007654321,0.206596553,1,6,84,1,23,23,0.556149027,0.556149027,90,529,11.5,0.071666667,0.026417222,0.000561746,0.003543634,0.288888889,0.211111111,0.155555556,0.266555556,1,0,0.556818182,0.11,0.733444444,0.790588235,0.221094053,0.022222222,0.04888258,0.411111111,0,0,0.675333333,0.240541981,0.057860444,0.077777778,1,0.324666667,0.240541981,0.057860444,0,0,0,1,1,0,0,1
399,0.000740741,0.017911642,0,2,8,1,4,4,0.689191344,0.689191344,90,16,2,0.069333333,0.012424556,0.001818653,0.000817795,0.3,0.211111111,0.144444444,0.271777778,1,0,0.677073171,0.02,0.728222222,0.771020408,0.218954982,0.022222222,0.047941284,0.444444444,0,0,0.627,0.275868125,0.076103222,0.033333333,1,0.373,0.275868125,0.076103222,0,0,0,1,0,1,0,1
400,0.00617284,0.218189835,1,5,85,1,23,23,0.556149027,0.556149027,90,529,11.5,0.097333333,0.042964889,0.025670005,0.001263895,0.277777778,0.211111111,0.1,0.272888889,1,0,0.534545455,0.02,0.727111111,0.789411765,0.22861051,0.033333333,0.052262765,0.377777778,0.011111111,0,0.681444444,0.231346595,0.053521247,0.033333333,1,0.318555556,0.231346595,0.053521247,0,0,0,1,1,0,0,1
401,0.00962963,0.113232009,1,5,45,1,9,9,0.673011667,0.673011667,90,81,4.5,0.095333333,0.028487556,0.014354989,0.000348894,0.433333333,0.311111111,0.2,0.210555556,1,0,0.734722222,0.04,0.789444444,0.825925926,0.215820713,0.022222222,0.04657858,0.522222222,0,0,0.632111111,0.291854204,0.085178877,0.011111111,1,0.367888889,0.291854204,0.085178877,0,0,0,1,0,1,0,1
402,0.001157407,0.013953915,0,1,3,1,1.5,1.5,0.692302507,0.692302507,73,2.25,0.75,0.066666667,0.015555556,0.00642963,0.000378489,0.04109589,0.04109589,0.04109589,0.490410959,1,1,0.531428571,0.2,0.509589041,0.489473684,0.231826803,0,0.053743667,0.123287671,0,0,0.51630137,0.172638722,0.029804128,0.164383562,1,0.48369863,0.172638722,0.029804128,0,0,1,0,0,1,1,2
403,0.00042008,0.007585425,0,1,2,1,1,1,0.692738962,0.692738962,70,1,0.5,0.191304348,0.015879017,0.006109331,0.008229167,0.042857143,0.042857143,0.042857143,0.511428571,1,0,0.447058824,0.2,0.488571429,0.527777778,0.223314549,0,0.049869388,0.142857143,0,0,0.523571429,0.187296829,0.035080102,0.314285714,1,0.476428571,0.187296829,0.035080102,0,1,1,0,0,0,1,2
404,0.000459137,0.004137942,0,0,0,1,1,1,0.692714592,0.692714592,68,1,0.5,0.090909091,0.010578512,0.002125803,0.005101479,0.073529412,0.073529412,0.073529412,0.458823529,1,0,0.496969697,0.2,0.541176471,0.582857143,0.242678251,0,0.058892734,0.191176471,0,0,0.551764706,0.193101171,0.037288062,0.235294118,1,0.448235294,0.193101171,0.037288062,0,0,0,1,0,1,0,2
405,0.000355556,0.03391614,1,1,10,1,14.5,14.5,0.616407576,0.616407576,75,210.25,7.25,0.056,0.0256,0.000116667,0.001182314,0.04,0.04,0.04,0.493333333,1,1,0.513043478,0.2,0.506666667,0.503846154,0.231708629,0,0.053688889,0.133333333,0,0,0.563866667,0.170010928,0.028903716,0.266666667,1,0.436133333,0.170010928,0.028903716,0,0,1,0,0,1,1,2
406,0.001260239,0.02287374,0,2,6,1,0.5,0.5,0.693047991,0.693047991,71,0.25,0.25,0.095652174,0.024045369,0.017403768,0.003506236,0.028169014,0.028169014,0.028169014,0.523943662,1,1,0.525714286,0.2,0.476056338,0.427777778,0.231020265,0,0.053370363,0.14084507,0,0,0.521830986,0.179343952,0.032164253,0.23943662,1,0.478169014,0.179343952,0.032164253,0,1,0,1,0,0,1,2
407,0.000385802,0.003476252,0,0,0,1,1,1,0.692781906,0.692781906,74,1,0.5,0.075,0.034722222,0.000967758,0.000372927,0.067567568,0.067567568,0.067567568,0.432432432,1,0,0.544444444,0.2,0.567567568,0.589473684,0.220630612,0,0.048677867,0.148648649,0,0,0.524459459,0.204728838,0.041913897,0.189189189,1,0.475540541,0.204728838,0.041913897,0,0,0,1,0,1,0,2
408,0.003472222,0.05315676,1,3,15,1,9,9,0.661563238,0.661563238,72,81,4.5,0.033333333,0.022222222,0.009154699,0.001085213,0.041666667,0.041666667,0.041666667,0.522222222,1,1,0.488888889,0.2,0.477777778,0.471111111,0.224982853,0,0.050617284,0.125,0,0,0.545,0.174164673,0.030333333,0.25,1,0.455,0.174164673,0.030333333,0,0,1,0,0,1,1,2
409,0.001836547,0.069529156,1,2,16,1,12.5,12.5,0.621819852,0.621819852,67,156.25,6.25,0.181818182,0.014628099,0.008306576,0.005136077,0.059701493,0.059701493,0.059701493,0.465671642,1,1,0.552380952,0.2,0.534328358,0.526086957,0.224972462,0,0.050612609,0.194029851,0,0,0.561343284,0.205062026,0.042050434,0.208955224,1,0.438656716,0.205062026,0.042050434,0,0,1,0,0,1,1,2
410,0.002940559,0.122504168,1,3,30,1,14.5,14.5,0.602021866,0.602021866,69,210.25,7.25,0.017391304,0.000756144,0.009306173,0.000679826,0.043478261,0.043478261,0.043478261,0.47826087,1,0,0.51,0.2,0.52173913,0.526530612,0.226421158,0,0.051266541,0.144927536,0,0,0.555217391,0.183868326,0.033807561,0.173913043,1,0.444782609,0.183868326,0.033807561,0,0,0,1,1,0,0,2
411,0.000459137,0.049992729,1,1,11,1,16.5,16.5,0.566397438,0.566397438,67,272.25,8.25,0.036363636,0.032479339,0.020740741,0.000941787,0.014925373,0.014925373,0.014925373,0.504477612,1,1,0.541176471,0.2,0.495522388,0.48,0.214011323,0,0.045800847,0.164179104,0,0,0.584626866,0.18361485,0.033714413,0.313432836,1,0.415373134,0.18361485,0.033714413,0,0,1,0,0,1,1,2
412,0.013605442,0.272791786,1,6,54,1,13.5,13.5,0.604205042,0.604205042,65,182.25,6.75,0.095238095,0.01723356,0.003472222,0.002506228,0.061538462,0.061538462,0.061538462,0.433846154,1,0,0.557894737,0.2,0.566153846,0.569565217,0.220682106,0,0.048700592,0.123076923,0,0,0.549076923,0.185337306,0.034349917,0.153846154,1,0.450923077,0.185337306,0.034349917,0,0,0,1,1,0,0,2
413,0.005461038,0.077698383,1,4,20,1,7.5,7.5,0.670661127,0.670661127,71,56.25,3.75,0.060869565,0.016332703,6.30E-05,0.001755556,0.014084507,0.014084507,0.014084507,0.490140845,1,1,0.521428571,0.2,0.509859155,0.502325581,0.200811684,0,0.040325332,0.126760563,0,0,0.502957746,0.179328908,0.032158857,0.253521127,1,0.497042254,0.179328908,0.032158857,0,1,0,1,0,0,0,2
414,0.005968779,0.10305662,1,4,24,1,9.5,9.5,0.652380725,0.652380725,67,90.25,4.75,0.027272727,0.011900826,0.001805556,0.000328345,0.014925373,0.014925373,0.014925373,0.52238806,1,1,0.533333333,0.2,0.47761194,0.446511628,0.218420993,0,0.04770773,0.134328358,0,0,0.508656716,0.196316038,0.038539987,0.208955224,1,0.491343284,0.196316038,0.038539987,0,0,1,0,0,1,1,2
